0 0.2193091
1.0005003 0.22587571
2.0010005 0.23247427
3.0015008 0.23910333
4.002001 0.24576141
5.0025013 0.25244708
6.0030015 0.25915886
7.0035018 0.26589531
8.004002 0.27265497
9.0045023 0.27943637
10.005003 0.28623806
11.005503 0.29305858
12.006003 0.29989648
13.006503 0.30675029
14.007004 0.31361857
15.007504 0.32049985
16.008004 0.32739267
17.008504 0.33429558
18.009005 0.34120712
19.009505 0.34812584
20.010005 0.35505027
21.010505 0.36197396
22.011006 0.36889433
23.011506 0.37581535
24.012006 0.38274102
25.012506 0.38967531
26.013007 0.39662221
27.013507 0.4035857
28.014007 0.41056977
29.014507 0.41757841
30.015008 0.42461559
31.015508 0.4316853
32.016008 0.43879153
33.016508 0.44593825
34.017009 0.45312946
35.017509 0.46036913
36.018009 0.46763885
37.018509 0.47491836
38.01901 0.48220672
39.01951 0.48950297
40.02001 0.49680616
41.02051 0.50411535
42.021011 0.51142958
43.021511 0.51874791
44.022011 0.52606937
45.022511 0.53339303
46.023012 0.54071793
47.023512 0.54804313
48.024012 0.55536767
49.024512 0.5626906
50.025013 0.57001097
51.025513 0.57732792
52.026013 0.58464178
53.026513 0.5919534
54.027014 0.59926361
55.027514 0.60657326
56.028014 0.61388317
57.028514 0.62119419
58.029015 0.62850715
59.029515 0.6358229
60.030015 0.64314226
61.030515 0.65046608
62.031016 0.6577952
63.031516 0.66513045
64.032016 0.67247267
65.032516 0.67982269
66.033017 0.68718137
67.033517 0.69454952
68.034017 0.701928
69.034517 0.70931764
70.035018 0.7167193
71.035518 0.72415834
72.036018 0.73165427
73.036518 0.73920398
74.037019 0.74680435
75.037519 0.75445227
76.038019 0.76214463
77.038519 0.76987831
78.03902 0.77765022
79.03952 0.78545722
80.04002 0.79329622
81.04052 0.8011641
82.041021 0.80905774
83.041521 0.81697404
84.042021 0.82490988
85.042521 0.83286216
86.043022 0.84082775
87.043522 0.84880355
88.044022 0.85678645
89.044522 0.86477334
90.045023 0.87276109
91.045523 0.88074661
92.046023 0.88872677
93.046523 0.89669847
94.047024 0.90465859
95.047524 0.91260405
96.048024 0.92054215
97.048524 0.92848095
98.049025 0.93642089
99.049525 0.94436242
100.05003 0.95230601
101.05053 0.96025209
102.05103 0.96820113
103.05153 0.97615358
104.05203 0.98410989
105.05253 0.99207051
106.05303 1.0000359
107.05353 1.0080065
108.05403 1.0159828
109.05453 1.0239652
110.05503 1.0319541
111.05553 1.0399501
112.05603 1.0479536
113.05653 1.055965
114.05703 1.0639848
115.05753 1.0720135
116.05803 1.0800514
117.05853 1.0880991
118.05903 1.096157
119.05953 1.1042255
120.06003 1.1123051
121.06053 1.1203981
122.06103 1.1285058
123.06153 1.1366277
124.06203 1.1447634
125.06253 1.1529125
126.06303 1.1610745
127.06353 1.1692491
128.06403 1.1774356
129.06453 1.1856339
130.06503 1.1938433
131.06553 1.2020635
132.06603 1.210294
133.06653 1.2185344
134.06703 1.2267843
135.06753 1.2350432
136.06803 1.2433107
137.06853 1.2515864
138.06903 1.2598698
139.06953 1.2681605
140.07004 1.2764581
141.07054 1.2847621
142.07104 1.2930721
143.07154 1.3013876
144.07204 1.3097083
145.07254 1.3180337
146.07304 1.3263603
147.07354 1.3346868
148.07404 1.3430146
149.07454 1.3513451
150.07504 1.3596798
151.07554 1.3680201
152.07604 1.3763674
153.07654 1.3847232
154.07704 1.393089
155.07754 1.401466
156.07804 1.4098559
157.07854 1.41826
158.07904 1.4266798
159.07954 1.4351167
160.08004 1.4435721
161.08054 1.4520476
162.08104 1.4605444
163.08154 1.4690641
164.08204 1.477608
165.08254 1.4861777
166.08304 1.4947746
167.08354 1.5034001
168.08404 1.5120556
169.08454 1.5207426
170.08504 1.5294624
171.08554 1.538199
172.08604 1.54694
173.08654 1.5556851
174.08704 1.5644342
175.08754 1.573187
176.08804 1.5819433
177.08854 1.590703
178.08904 1.5994657
179.08954 1.6082313
180.09005 1.6169996
181.09055 1.6257703
182.09105 1.6345432
183.09155 1.6433182
184.09205 1.6520949
185.09255 1.6608732
186.09305 1.6696529
187.09355 1.6784338
188.09405 1.6872156
189.09455 1.6959981
190.09505 1.7047811
191.09555 1.7135644
192.09605 1.7223478
193.09655 1.731131
194.09705 1.7399139
195.09755 1.7486963
196.09805 1.7574788
197.09855 1.7662624
198.09905 1.7750469
199.09955 1.7838324
200.10005 1.7926191
201.10055 1.8014068
202.10105 1.8101958
203.10155 1.8189859
204.10205 1.8277774
205.10255 1.8365701
206.10305 1.8453642
207.10355 1.8541597
208.10405 1.8629567
209.10455 1.8717551
210.10505 1.8805551
211.10555 1.8893567
212.10605 1.8981599
213.10655 1.9069648
214.10705 1.9157714
215.10755 1.9245798
