0.0000 0.215448
0.0200 0.21554747
0.0400 0.21564695
0.0600 0.21574642
0.0800 0.21584589
0.1000 0.21594536
0.1200 0.21604484
0.1400 0.21614431
0.1600 0.21624378
0.1800 0.21634326
0.2000 0.21644273
0.2200 0.2165422
0.2400 0.21664168
0.2600 0.21674115
0.2800 0.21684062
0.3000 0.21694009
0.3200 0.21703957
0.3400 0.21713904
0.3600 0.21723851
0.3800 0.21733799
0.4000 0.21743746
0.4200 0.21753693
0.4400 0.2176364
0.4600 0.21773588
0.4800 0.21783535
0.5000 0.21793482
0.5200 0.2180343
0.5400 0.21813377
0.5600 0.21823324
0.5800 0.21833272
0.6000 0.21843219
0.6200 0.21853166
0.6400 0.21863113
0.6600 0.21873061
0.6800 0.21883008
0.7000 0.21892955
0.7200 0.21902903
0.7400 0.2191285
0.7600 0.21922797
0.7800 0.21932744
0.8000 0.21942692
0.8200 0.21952639
0.8400 0.21962586
0.8600 0.21972534
0.8800 0.21982481
0.9000 0.21992428
0.9200 0.22002376
0.9400 0.22012323
0.9600 0.2202227
0.9800 0.22032217
1.0000 0.22042165
1.0200 0.22052112
1.0400 0.22062059
1.0600 0.22072007
1.0800 0.22081954
1.1000 0.22091901
1.1200 0.22101848
1.1400 0.22111796
1.1600 0.22121743
1.1800 0.2213169
1.2000 0.22141638
1.2200 0.22151585
1.2400 0.22161532
1.2600 0.2217148
1.2800 0.22181427
1.3000 0.22191374
1.3200 0.22201321
1.3400 0.22211269
1.3600 0.22221216
1.3800 0.22231163
1.4000 0.22241111
1.4200 0.22251058
1.4400 0.22261005
1.4600 0.22270952
1.4800 0.222809
1.5000 0.22290847
1.5200 0.22300794
1.5400 0.22310742
1.5600 0.22320689
1.5800 0.22330636
1.6000 0.22340584
1.6200 0.22350531
1.6400 0.22360478
1.6600 0.22370425
1.6800 0.22380373
1.7000 0.2239032
1.7200 0.22400267
1.7400 0.22410215
1.7600 0.22420162
1.7800 0.22430109
1.8000 0.22440056
1.8200 0.22450004
1.8400 0.22459951
1.8600 0.22469898
1.8800 0.22479846
1.9000 0.22489793
1.9200 0.2249974
1.9400 0.22509688
1.9600 0.22519635
1.9800 0.22529582
2.0000 0.22539529
2.0200 0.22549477
2.0400 0.22559424
2.0600 0.22569371
2.0800 0.22579319
2.1000 0.22589266
2.1200 0.22599213
2.1400 0.2260916
2.1600 0.22619108
2.1800 0.22629055
2.2000 0.22639002
2.2200 0.2264895
2.2400 0.22658897
2.2600 0.22668844
2.2800 0.22678792
2.3000 0.22688739
2.3200 0.22698686
2.3400 0.22708633
2.3600 0.22718581
2.3800 0.22728528
2.4000 0.22738475
2.4200 0.22748423
2.4400 0.2275837
2.4600 0.22768317
2.4800 0.22778264
2.5000 0.22788212
2.5200 0.22798159
2.5400 0.22808106
2.5600 0.22818054
2.5800 0.22828001
2.6000 0.22837948
2.6200 0.22847896
2.6400 0.22857843
2.6600 0.2286779
2.6800 0.22877737
2.7000 0.22887685
2.7200 0.22897632
2.7400 0.22907579
2.7600 0.22917527
2.7800 0.22927474
2.8000 0.22937421
2.8200 0.22947368
2.8400 0.22957316
2.8600 0.22967263
2.8800 0.2297721
2.9000 0.22987158
2.9200 0.22997105
2.9400 0.23007052
2.9600 0.23017
2.9800 0.23026947
3.0000 0.23036894
3.0200 0.23046841
3.0400 0.23056789
3.0600 0.23066736
3.0800 0.23076683
3.1000 0.23086631
3.1200 0.23096578
3.1400 0.23106525
3.1600 0.23116472
3.1800 0.2312642
3.2000 0.23136367
3.2200 0.23146314
3.2400 0.23156262
3.2600 0.23166209
3.2800 0.23176156
3.3000 0.23186104
3.3200 0.23196051
3.3400 0.23205998
3.3600 0.23215945
3.3800 0.23225893
3.4000 0.2323584
3.4200 0.23245787
3.4400 0.23255735
3.4600 0.23265682
3.4800 0.23275629
3.5000 0.23285576
3.5200 0.23295524
3.5400 0.23305471
3.5600 0.23315418
3.5800 0.23325366
3.6000 0.23335313
3.6200 0.2334526
3.6400 0.23355208
3.6600 0.23365155
3.6800 0.23375102
3.7000 0.23385049
3.7200 0.23394997
3.7400 0.23404944
3.7600 0.23414891
3.7800 0.23424839
3.8000 0.23434786
3.8200 0.23444733
3.8400 0.2345468
3.8600 0.23464628
3.8800 0.23474575
3.9000 0.23484522
3.9200 0.2349447
3.9400 0.23504417
3.9600 0.23514364
3.9800 0.23524312
4.0000 0.23534259
4.0200 0.23544206
4.0400 0.23554153
4.0600 0.23564101
4.0800 0.23574048
4.1000 0.23583995
4.1200 0.23593943
4.1400 0.2360389
4.1600 0.23613837
4.1800 0.23623784
4.2000 0.23633732
4.2200 0.23643679
4.2400 0.23653626
4.2600 0.23663574
4.2800 0.23673521
4.3000 0.23683468
4.3200 0.23693416
4.3400 0.23703363
